Data_value	Series_title_1	Series_title_2	Series_title_3
3881.612	"Grocery, liquor and tobacco product wholesaling"	Sales (operating income)	Seasonally adjusted
4056.676	"Grocery, liquor and tobacco product wholesaling"	Sales (operating income)	Seasonally adjusted
4142.896	"Grocery, liquor and tobacco product wholesaling"	Sales (operating income)	Seasonally adjusted
1007.38	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Seasonally adjusted
1006.003	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Seasonally adjusted
1068.685	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Seasonally adjusted
1147.344	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Seasonally adjusted
1162.437	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Seasonally adjusted
1166.965	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Seasonally adjusted
1133.635	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Seasonally adjusted
1144.103	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Seasonally adjusted
1111.247	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Seasonally adjusted
1106.318	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Seasonally adjusted
1280.366	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Seasonally adjusted
1204.714	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Seasonally adjusted
1283.978	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Seasonally adjusted
1326.069	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Seasonally adjusted
1307.5	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Seasonally adjusted
1329.691	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Seasonally adjusted
1347.318	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Seasonally adjusted
1420.74	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Seasonally adjusted
1380.854	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Seasonally adjusted
1399.063	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Seasonally adjusted
1428.737	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Seasonally adjusted
1372.588	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Seasonally adjusted
1441.232	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Seasonally adjusted
1406.63	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Seasonally adjusted
1453.855	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Seasonally adjusted
1615.322	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Seasonally adjusted
1598.411	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Seasonally adjusted
1578.561	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Seasonally adjusted
1578.648	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Seasonally adjusted
1424.499	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Seasonally adjusted
1577.071	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Seasonally adjusted
1564.15	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Seasonally adjusted
1521.772	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Seasonally adjusted
1562.764	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Seasonally adjusted
1540.953	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Seasonally adjusted
1665.383	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Seasonally adjusted
1601.48	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Seasonally adjusted
1656.925	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Seasonally adjusted
1708.141	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Seasonally adjusted
1747.262	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Seasonally adjusted
1808.618	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Seasonally adjusted
1684.442	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Seasonally adjusted
1747.704	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Seasonally adjusted
1671.246	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Seasonally adjusted
1726.799	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Seasonally adjusted
1805.206	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Seasonally adjusted
1760.076	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Seasonally adjusted
1848.129	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Seasonally adjusted
1865.094	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Seasonally adjusted
1943.639	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Seasonally adjusted
1989.279	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Seasonally adjusted
1671.645	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Trend
1831.117	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Trend
1936.815	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Trend
2000.309	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Trend
2083.191	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Trend
2140.102	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Trend
2107.859	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Trend
2054.724	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Trend
2061.906	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Trend
2089.492	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Trend
2092.559	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Trend
2062.855	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Trend
2002.596	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Trend
1974.836	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Trend
1996.631	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Trend
1970.179	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Trend
1889.889	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Trend
1866.772	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Trend
1913.702	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Trend
1988.863	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Trend
2065.161	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Trend
2138.176	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Trend
2280.523	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Trend
2511	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Trend
2612.153	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Trend
2619.224	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Trend
2967.031	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Trend
3554.366	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Trend
3687.039	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Trend
2961.989	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Trend
1820.273	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Trend
1034.747	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Trend
904.762	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Trend
1050.064	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Trend
1111.866	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Trend
1035.001	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Trend
970.734	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Trend
997.592	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Trend
1047.897	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Trend
1031.054	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Trend
985.626	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Trend
1002.102	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Trend
1035.251	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Trend
1024.917	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Trend
998.546	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Trend
1014.32	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Trend
1070.995	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Trend
1137.612	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Trend
1168.333	"Grocery, liquor and tobacco product wholesaling"	Total stocks	Trend
